Unnamed: 0,participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.payoff_plus_participation_fee,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.real_world_currency_per_point,session.config.compute_distance,session.config.participation_fee,player.id_in_group,player.ip,player.lat,player.long,player.matches,player.sex,player.date,player.marital,player.children,player.children_number,player.children_first_age,player.language,player.language_other,player.zip,player.ethnicity,player.ethnicity_choice,player.ethnicity_choice_other,player.race,player.race_indian_other,player.race_asian_other,player.race_islander_other,player.race_other,player.religion,player.religion_denomination,player.religion_denomination_other,player.home,player.home_other,player.guns,player.place_growing_up,player.highest_degree,player.elementary_secondary_choices,player.elementary_secondary_choices_incomplete_high_school,player.high_school_choices,player.college_choices,player.after_bachelor_choices,player.major_college,player.major_bachelor,player.country_growing_up,player.us_state_grow_up,player.another_country_grow_up,player.us_citizen,player.us_citizen_options,player.work_last_week,player.profession,player.employer,player.work_tasks,player.unemployed_10_years,player.labor_union,player.household_income,player.income_group_placement,player.sixteen_yo_comparison,player.parental_comparison_standards,player.social_class,player.financial_satisfaction,player.importance_democracy,player.american_pride,player.political_party,player.other_political_party,player.politcal_views,player.executive_branch_confidence,player.congress_confidence,player.supreme_court_confidence,player.military_confidence,player.police_confidence,player.banks_confidence,player.unions_confidence,player.public_ed_confidence,player.press_confidence,player.improve_condition_blacks,player.improve_condition_abroad,player.protecting_environment,player.government_redistribution,player.income_tax_level,player.death_penalty,player.affirmative_action,player.sex_before_marriage,player.same_sex_relations,player.abortion,player.people_helpful,player.people_take_advantage_of_you,player.people_trustworthy,player.payoff,group.id_in_subsession,subsession.round_number,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,player.city,player.state,player.state_short
115,15,jk6ftjwy,,0,8,7,outro,End,2019-11-13 23:58:05.609236+00:00,1,A23M******X8ZH,35GC**********************H3Z2,0,1.25,hjw1y0xn,20191113-1800,,3G5RUKN2ECGOGJDCXM0N4FYPSJ39NC,3NAD71TD7UOOXZN3I6F3RI79EEBL25,,0,1,0,1.25,15,172.119.242.95,34.09,-118.41,,male,07/18/1985,never,0,,,english,,90210,0,,,white,,,,,0,,,five or more apartments,,0,medium city,college or some college,,,,bachelors degree,,Communications,,usa,MA,,1,born usa,housework,,,,1,0,0.0,0.222222222222222,0.5,0.0,lower class,0.0,0.7777777777777779,0.333333333333333,democrat,,0.333333333333333,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.0,1.0,1,0.0,1.0,1.0,1,0,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beverly Hills,California,CA
116,1,vzvkagdi,,0,8,7,outro,End,2019-11-12 19:02:37.663040+00:00,1,A2YJ******OIZT,3WQ3**********************O1BV,0,1.25,wz1biodh,20191112-1400,,3XEIP58NL00DYAS4P7E74BWT1QBLZI,3NAD71TD7UOOXZN3I6F3RI79EEBL25,,0,1,0,1.25,1,172.220.168.145,36.18,-81.23,,female,07/20/1973,married,0,,,english,,28651,0,,,white,,,,,0,,,one family detached,,1,open country,college or some college,,,,associates degree,,Business,,usa,NC,,1,born usa,part time work,Associate,private business,0.555555555555556,0,0,0.666666666666667,0.222222222222222,0.25,0.5,working class,0.5,0.7777777777777779,1.0,independent,,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,0.0,1.0,1,1.0,1.0,1.0,1,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Millers Creek,North Carolina,NC
117,11,07vvurnf,,0,8,7,outro,End,2019-11-09 15:56:36.991609+00:00,1,A2XX******C0Y7,3YWR**********************N8U4,0,1.25,vfko1mta,20191109-1000,,3UY4PIS8QRY6REAHT9LUP9G6T42N1X,3NAD71TD7UOOXZN3I6F3RI79EEBL25,,0,1,0,1.25,11,172.223.38.158,32.35,-86.28,,female,07/16/1969,married,0,,,english,,36106,1,mexican,,black,,,,,1,roman catholic,,one family detached,,1,large city,college or some college,,,,bachelors degree,,Mathematics,,usa,AL,,1,born usa,full time work,finance,private business,0.8888888888888891,0,1,0.708333333333333,0.8888888888888891,0.75,0.75,middle class,0.5,0.8888888888888891,1.0,republican,,1.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.666666666666667,0.5,1,0.666666666666667,0.333333333333333,0.333333333333333,1,0,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Montgomery,Alabama,AL
118,16,mljq7wp7,,0,8,7,outro,End,2019-11-13 01:47:10.146490+00:00,1,A1WL******EOWP,3DPN**********************1466,0,1.25,by5f47v7,20191112-2000,,3LOJFQ4BOXSZB35QCPD9YJ0BO83KDM,3NAD71TD7UOOXZN3I6F3RI79EEBL25,,0,1,0,1.25,16,172.242.23.88,39.62,-90.45,,female,10/01/1985,never,0,,,english,,62694,0,,,white,,,,,0,,,one family detached,,1,open country,college or some college,,,,bachelors degree,,computer science,,usa,IL,,1,born usa,full time work,"finance, manager",private business,0.7777777777777779,0,0,0.2916666666666669,0.0,0.0,0.25,lower class,0.0,0.111111111111111,0.0,democrat,,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,0.666666666666667,1.0,1.0,1,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Winchester,Illinois,IL
119,8,p7v5r23j,,0,8,7,outro,End,2019-11-11 05:31:09.501505+00:00,1,A13Y******83NX,3YWR**********************NU8U,0,1.25,pov9xrq5,20191111-0000,,371QPA24C214MRF1Q576Y8MYIMZT1F,3NAD71TD7UOOXZN3I6F3RI79EEBL25,,0,1,0,1.25,8,172.245.19.225,39.78,-101.37,,male,05/08/1992,never,0,,,english,,67745,1,mexican,,white,,,,,1,roman catholic,,one family detached,,0,farm,college or some college,,,,bachelors degree,,Electronics and communication engineering,,usa,NY,,1,born usa,full time work,IT,private business,0.666666666666667,1,1,0.0833333333333333,0.666666666666667,0.5,0.5,middle class,0.5,0.7777777777777779,1.0,democrat,,0.5,0.0,1.0,0.5,1.0,0.5,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.666666666666667,0.5,0,0.333333333333333,0.666666666666667,0.666666666666667,0,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mc Donald,Kansas,KS
120,7,89jzg7dr,,0,8,7,outro,End,2019-11-15 03:11:14.691396+00:00,1,A3PI******KNPH,3XUH**********************E5H3,0,1.25,4m5tas2o,20191114-2200,,3VW0145YLYP74D5L7XC0GUNSJZZJMD,3NAD71TD7UOOXZN3I6F3RI79EEBL25,,0,1,0,1.25,7,172.251.108.130,34.11,-119.11,,female,11/01/1986,married,1,3.0,18.0,english,,93041,0,,,white,,,,,1,protestant,,one family attached,,1,suburb,college or some college,,,,bachelors degree,,Psychology,,usa,CA,,1,born usa,part time work,Freelancer,self employed,0.666666666666667,1,0,0.791666666666667,0.444444444444444,0.5,0.75,middle class,0.5,0.444444444444444,1.0,republican,,0.666666666666667,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.5,1.0,1,0.333333333333333,1.0,1.0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Port Hueneme,California,CA
121,11,vkae11dk,,0,8,7,outro,End,2019-11-12 03:38:11.827733+00:00,1,A2DS******H4PG,3NC5**********************3OFS,0,1.25,u626vxfl,20191111-2200,,3QMELQS6Y5OMDY36SMESTPCX2ES6RR,3NAD71TD7UOOXZN3I6F3RI79EEBL25,,0,1,0,1.25,11,172.56.5.14,33.52,-86.79000000000002,,female,02/21/1966,married,0,,,english,,35210,0,,,white,,,,,1,protestant,,one family detached,,0,suburb,high school graduate,,,high school diploma,,,,,usa,AL,,1,born usa,part time work,Online work,self employed,0.8888888888888891,0,0,0.25,0.333333333333333,0.25,0.25,working class,0.0,0.7777777777777779,0.666666666666667,democrat,,0.333333333333333,0.5,0.0,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.333333333333333,0.5,1,0.666666666666667,0.0,0.0,0,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Birmingham,Alabama,AL
122,3,prchbvx9,,0,8,7,outro,End,2019-11-11 03:04:51.935783+00:00,1,AGRK*****KMD8,3X65**********************DCLK,0,1.25,sdxr3o9o,20191110-2200,,324N5FAHSXOL5K5C3AD3456IODFKVP,3NAD71TD7UOOXZN3I6F3RI79EEBL25,,0,1,0,1.25,3,172.58.84.223,40.11,-83.13,,male,05/02/1985,never,0,,,english,,43016,0,,,white,,,,,1,protestant,,five or more apartments,,0,medium city,college or some college,,,,bachelors degree,,biology,,usa,OH,,1,born usa,full time work,data entry,self employed,0.333333333333333,1,0,0.875,0.666666666666667,0.75,0.25,middle class,0.0,1.0,0.333333333333333,democrat,,0.333333333333333,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,1.0,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dublin,Ohio,OH
123,5,hud1x742,,0,8,7,outro,End,2019-11-11 21:26:12.118994+00:00,1,A1SL******OJRN,3S96**********************1TD2,0,1.25,wmvxbtt3,20191111-1600,,33NOQL7T9OCIJ38LVI53Z6ANHPSZ8O,3NAD71TD7UOOXZN3I6F3RI79EEBL25,,0,1,0,1.25,5,172.72.35.35,35.19,-80.83,,male,06/17/1983,never,0,,,english,,28211,0,,,white,,,,,1,protestant,,one family detached,,0,small town,college or some college,,,,bachelors degree,,Advertising,,usa,SC,,1,born usa,full time work,teaching assistant,government employer,0.7777777777777779,1,0,0.708333333333333,0.333333333333333,0.75,0.25,working class,0.0,1.0,1.0,democrat,,0.166666666666667,0.0,0.0,0.5,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.5,1.0,0.0,0.5,0,0.666666666666667,1.0,1.0,1,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charlotte,North Carolina,NC
124,3,qgmfqf18,,0,8,7,outro,End,2019-11-14 14:59:21.913329+00:00,1,AM4P*****PREB,3YW4**********************X1UY,0,1.25,b1a703pe,20191114-1000,,3NSCTNUR2Z0YVDHBLSI16T9N7H0A5J,3NAD71TD7UOOXZN3I6F3RI79EEBL25,,0,1,0,1.25,3,172.83.42.6,34.09,-81.18000000000002,,male,11/04/1997,never,0,,,english,,29063,1,other,Venezuela,white,,,,,0,,,one family detached,,0,suburb,college or some college,,,,less than 1 year college,,Sales and Business,,another country,,VE,1,naturalized us citizen,full time work,Salesperson,private business,0.444444444444444,1,0,0.708333333333333,0.555555555555556,0.75,0.5,middle class,0.5,0.8888888888888891,0.666666666666667,democrat,,0.166666666666667,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.5,0.5,0.666666666666667,0.5,0,0.333333333333333,0.333333333333333,1.0,0,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Irmo,South Carolina,SC
125,4,4yptekts,,0,8,7,outro,End,2019-11-14 07:42:05.584176+00:00,1,A2QW******BRWO,3SEP**********************GAZG,0,1.25,gjfn0juf,20191114-0200,,3RZS0FBRWKNQH2WSPLN6AU4SYKKPCK,3NAD71TD7UOOXZN3I6F3RI79EEBL25,,0,1,0,1.25,4,172.90.144.178,33.64,-116.83,,male,01/14/1988,never,0,,,english,,92544,0,,,white,,,,,0,,,one family detached,,0,medium city,high school graduate,,,high school diploma,,,,,usa,CA,,1,born usa,part time work,Construction,private business,0.222222222222222,1,0,0.4583333333333329,0.333333333333333,0.25,0.25,working class,0.0,0.666666666666667,0.666666666666667,independent,,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1,0.333333333333333,1.0,1.0,1,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hemet,California,CA
126,6,od89b12y,,0,8,7,outro,End,2019-11-11 21:30:25.643540+00:00,1,ANNV*****ZG9A,3JRJ**********************PE3Z,0,1.25,wmvxbtt3,20191111-1600,,33NOQL7T9OCIJ38LVI53Z6ANHPSZ8O,3NAD71TD7UOOXZN3I6F3RI79EEBL25,,0,1,0,1.25,6,172.91.4.169,34.1,-118.32,,male,01/01/1977,never,0,,,english,,90028,0,,,korean,,,,,1,protestant,,five or more apartments,,0,medium city,beyond bachelors,,,,,masters degree,,"English Lit, Film",usa,VA,,1,born usa,part time work,Media Consultant,private business,0.7777777777777779,1,0,0.791666666666667,0.222222222222222,0.0,0.5,working class,0.0,0.8888888888888891,0.666666666666667,democrat,,0.166666666666667,0.0,0.5,0.5,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,1.0,1.0,0.5,0,0.666666666666667,1.0,1.0,1,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Los Angeles,California,CA
127,3,gi5ez8l4,,0,8,7,outro,End,2019-11-12 17:04:03.692373+00:00,1,AZZA*****G7R5,3IAE**********************FWD0,0,1.25,cdn8n8pe,20191112-1200,,3EFNPKWBMS1ZGLWPF7XF2QZQJXY30R,3NAD71TD7UOOXZN3I6F3RI79EEBL25,,0,1,0,1.25,3,172.98.93.140,38.95,-76.95,,female,11/21/1990,never,0,,,english,,20783,0,,,filipino,,,,,0,,,five or more apartments,,0,suburb,college or some college,,,,"more than 1 year college, no degree",,Computer science,,usa,MD,,1,born usa,full time work,sales rep,private business,0.7777777777777779,1,0,0.708333333333333,0.333333333333333,0.5,0.5,middle class,0.0,1.0,0.333333333333333,democrat,,0.0,0.5,1.0,0.5,0.5,0.5,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,1.0,1.0,1,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyattsville,Maryland,MD
128,4,7xux4jb3,,0,8,7,outro,End,2019-11-09 21:02:28.737858+00:00,1,A27A******BYHN,3TXD**********************RU4L,0,1.25,s4u9h8b1,20191109-1600,,3EKTG13IZUGDZ3TLAIODW90KMK2LM6,3NAD71TD7UOOXZN3I6F3RI79EEBL25,,0,1,0,1.25,4,173.118.71.67,41.29,-88.15000000000002,,female,05/17/1991,never,0,,,english,,60481,0,,,white,,,,,0,,,one family detached,,0,medium city,high school graduate,,,high school diploma,,,,,usa,NH,,1,born usa,full time work,Self Employed- Farmer,self employed,0.222222222222222,1,0,0.708333333333333,0.222222222222222,0.75,0.25,working class,0.5,0.8888888888888891,0.333333333333333,independent,,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.333333333333333,1.0,0,0.333333333333333,1.0,1.0,1,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilmington,Illinois,IL
129,14,mkqdocoa,,0,8,7,outro,End,2019-11-11 04:03:35.605137+00:00,1,ASTD*****WP1K,3X66**********************EG3K,0,1.25,sdxr3o9o,20191110-2200,,324N5FAHSXOL5K5C3AD3456IODFKVP,3NAD71TD7UOOXZN3I6F3RI79EEBL25,,0,1,0,1.25,14,173.136.22.126,40.43,-79.97,,female,05/16/1974,never,1,1.0,37.0,english,,15232,0,,,white,,,,,0,,,less than five apartment,,0,large city,college or some college,,,,associates degree,,english,,usa,PA,,1,born usa,full time work,administrative assistant,private business,0.666666666666667,1,0,0.5416666666666671,0.111111111111111,0.0,0.0,lower class,0.0,1.0,0.333333333333333,democrat,,0.0,0.0,1.0,0.5,0.0,0.5,0.0,1.0,0.5,0.5,1.0,0.5,1.0,0.0,0.5,0,0.333333333333333,1.0,1.0,1,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pittsburgh,Pennsylvania,PA
130,16,3yooxu5y,,0,8,7,outro,End,2019-11-12 02:02:09.514741+00:00,1,A3PF******3BV5,3I3W**********************E5OF,0,1.25,xfqsipnh,20191111-2000,,3QX22DUVOOUGV85FOMQJJIYMDJGMV4,3NAD71TD7UOOXZN3I6F3RI79EEBL25,,0,1,0,1.25,16,173.168.103.71,28.55,-82.39,,female,05/08/1950,married,0,,,english,,34613,0,,,white,,,,,1,protestant,,one family detached,,0,suburb,college or some college,,,,bachelors degree,,chemistry,,usa,OH,,1,born usa,housework,,,,0,0,0.791666666666667,0.666666666666667,0.75,0.75,middle class,0.5,0.7777777777777779,0.666666666666667,independent,,0.5,0.0,0.0,0.5,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,0.333333333333333,1.0,1,0.666666666666667,1.0,1.0,1,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brooksville,Florida,FL
131,3,0jh5v7wq,,0,8,7,outro,End,2019-11-08 23:02:13.796991+00:00,1,A37V******KJO4,3XM0**********************DPE2,0,1.25,jmy8uf7u,20191108-1800,,3P0I4CQYVYKHA0QWRCASXO65FR8OW4,3NAD71TD7UOOXZN3I6F3RI79EEBL25,,0,1,0,1.25,3,173.170.52.15,28.44,-82.56,,male,04/29/1966,married,0,,,english,,34606,0,,,white,,,,,0,,,one family detached,,0,medium city,college or some college,,,,"more than 1 year college, no degree",,engineering,,usa,FL,,1,born usa,full time work,sales,private business,0.666666666666667,0,0,0.791666666666667,0.444444444444444,0.75,0.25,working class,0.5,1.0,1.0,republican,,0.833333333333333,0.5,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,1.0,1.0,1,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spring Hill,Florida,FL
132,9,kehq92kb,,0,8,7,outro,End,2019-11-08 21:17:54.286412+00:00,1,A3N8******9JT3,3X65**********************PLCX,0,1.25,8n9hg2i4,20191108-1600,,3WRAAIUSBJC7XW1LRY1WYC07ZC9AXJ,3NAD71TD7UOOXZN3I6F3RI79EEBL25,,0,1,0,1.25,9,173.18.16.186,41.57,-93.61,,male,04/11/1993,never,0,,,english,,50314,0,,,white,,,,,0,,,less than five apartment,,0,medium city,college or some college,,,,bachelors degree,,Geology,,usa,IA,,1,born usa,part time work,Ads Quality Rater,private business,0.7777777777777779,1,0,0.791666666666667,0.666666666666667,1.0,0.25,middle class,0.5,1.0,1.0,democrat,,0.166666666666667,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.166666666666667,0.5,1,0.666666666666667,1.0,1.0,1,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Des Moines,Iowa,IA
133,6,50hk3qpo,,0,8,7,outro,End,2019-11-10 14:05:17.729775+00:00,1,A1ZT******266K,336K**********************OY29,0,1.25,bnvz33ko,20191110-0800,,3BC9H1KCYUPT4EUYXZJQZF47T1MWY2,3NAD71TD7UOOXZN3I6F3RI79EEBL25,,0,1,0,1.25,6,173.18.253.181,37.19,-93.28,,female,11/01/1984,married,1,2.0,28.0,english,,65810,0,,,white,,,,,0,,,one family detached,,0,open country,college or some college,,,,bachelors degree,,Accounting,,usa,MO,,1,born usa,full time work,Administration,private business,0.8888888888888891,0,0,0.791666666666667,0.333333333333333,0.25,1.0,working class,0.5,0.8888888888888891,0.666666666666667,democrat,,0.333333333333333,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.666666666666667,0.5,0,0.333333333333333,0.666666666666667,0.666666666666667,1,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Springfield,Missouri,MO
134,6,dxchb0te,,0,8,7,outro,End,2019-11-08 15:48:10.490520+00:00,1,A3KP******734Q,3FTF**********************5W9V,0,1.25,rfssdtom,20191108-1000,,36FFXPMST91ZDAV7WDOSWLWI03RHOT,3NAD71TD7UOOXZN3I6F3RI79EEBL25,,0,1,0,1.25,6,173.198.160.217,43.5,-111.89,,female,12/01/1960,married,1,7.0,19.0,english,,83401,0,,,white,,,,,0,,,one family detached,,0,large city,college or some college,,,,associates degree,,Science,,usa,WA,,1,born usa,full time work,Logistics,private business,0.8888888888888891,0,0,0.666666666666667,0.222222222222222,0.5,0.5,working class,0.5,1.0,1.0,independent,,0.333333333333333,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.166666666666667,1.0,1,0.0,1.0,0.666666666666667,0,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Idaho Falls,Idaho,ID
135,3,ebqtuuqx,,0,8,7,outro,End,2019-11-11 04:59:21.940274+00:00,1,AMDP*****3IJL,3GU1**********************HBPF,0,1.25,pov9xrq5,20191111-0000,,371QPA24C214MRF1Q576Y8MYIMZT1F,3NAD71TD7UOOXZN3I6F3RI79EEBL25,,0,1,0,1.25,3,173.217.106.216,29.76,-95.38,,female,05/02/1980,never,1,1.0,25.0,english,,77063,0,,,white,,,,,0,,,one family detached,,0,large city,college or some college,,,,bachelors degree,,Social Work,,usa,TX,,1,born usa,full time work,Case Mgr,private non profit,0.7777777777777779,0,0,0.708333333333333,0.333333333333333,0.5,0.25,working class,0.0,0.666666666666667,0.666666666666667,independent,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0,1.0,1.0,1.0,1,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Houston,Texas,TX
136,14,wk4daoy3,,0,8,7,outro,End,2019-11-12 23:45:19.214096+00:00,1,A273******JRH0,32Z9**********************6OHQ,0,1.25,7rkljsaz,20191112-1800,,302OLP89DZKJUYQQ0259KZFXYWWCAY,3NAD71TD7UOOXZN3I6F3RI79EEBL25,,0,1,0,1.25,14,173.218.64.86,37.01,-93.2,,female,06/26/1991,never,0,,,english,,65721,0,,,white,,,,,1,protestant,,one family detached,,0,small town,12th grade no degree,,,,,,,,usa,MO,,1,born usa,part time work,independent contractor,self employed,0.7777777777777779,1,0,0.666666666666667,0.333333333333333,0.25,0.25,working class,1.0,0.222222222222222,1.0,independent,,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.0,0.5,0.5,1.0,0.333333333333333,0.5,1,0.333333333333333,1.0,1.0,0,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ozark,Missouri,MO
137,7,lv5t798j,,0,8,7,outro,End,2019-11-09 03:10:20.476906+00:00,1,A3LT******OAKF,3H7Z**********************PLPW,0,1.25,2rirzdsj,20191108-2200,,3CZH926SICRJP7UNNS1DXKT0RW84EZ,3NAD71TD7UOOXZN3I6F3RI79EEBL25,,0,1,0,1.25,7,173.225.145.74,45.55,-94.17,,male,01/27/1957,never,1,1.0,17.0,english,,56301,0,,,white,,,,,1,roman catholic,,one family detached,,1,small town,college or some college,,,,bachelors degree,,Industrial Engineering,,usa,MN,,1,born usa,full time work,"Internet Marketer, Affiliate Webmaster, eBay Seller (self employed since 1995)",self employed,0.666666666666667,0,0,0.4583333333333329,0.333333333333333,1.0,0.0,working class,0.0,1.0,1.0,independent,,0.333333333333333,0.5,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1,0.0,1.0,1.0,1,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Cloud,Minnesota,MN
138,13,ueej31ud,,0,8,7,outro,End,2019-11-09 01:41:41.732153+00:00,1,ARWF*****RWM7,3GA6**********************JH34,0,1.25,f0jdo61k,20191108-2000,,3ZUE82NE0AECEMHLU6BWWEU55JFF8V,3NAD71TD7UOOXZN3I6F3RI79EEBL25,,0,1,0,1.25,13,173.23.42.244,41.93,-88.86,,female,12/14/1979,married,0,,,english,,60150,1,cuban,,white,,,,,1,protestant,,one family detached,,0,suburb,college or some college,,,,associates degree,,Art and Design,,usa,IL,,1,born usa,full time work,Designer,private business,0.444444444444444,0,0,0.708333333333333,0.333333333333333,0.25,0.75,working class,0.0,1.0,0.666666666666667,independent,,0.666666666666667,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.833333333333333,1.0,1,1.0,0.0,0.0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Malta,Illinois,IL
139,7,cx2ad0jx,,0,8,7,outro,End,2019-11-14 23:00:16.302230+00:00,1,A20N******4775,3RJS**********************V50K,0,1.25,xnjsjbtr,20191114-1800,,3HYV4299H09K88HPZVRQEW95UMA8EP,3NAD71TD7UOOXZN3I6F3RI79EEBL25,,0,1,0,1.25,7,173.239.86.15,44.94,-117.97,,female,10/16/1957,married,0,,,english,,97833,0,,,white,,,,,0,,,one family detached,,1,small town,college or some college,,,,associates degree,,Liberal Arts,,usa,TN,,1,born usa,housework,,,,1,0,0.5,0.222222222222222,0.75,0.0,working class,0.0,0.7777777777777779,0.333333333333333,democrat,,0.166666666666667,0.0,0.5,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0.666666666666667,1.0,1.0,1,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haines,Oregon,OR
140,12,tkcswb5u,,0,8,7,outro,End,2019-11-10 05:32:31.709805+00:00,1,A3MG******D0J7,30OG**********************7NE7,0,1.25,lqef6g7v,20191110-0000,,3S1WOPCJFG69SPD8QZOH3MIJ9T7JEE,3NAD71TD7UOOXZN3I6F3RI79EEBL25,,0,1,0,1.25,12,173.244.44.60,47.61,-122.33,,male,07/08/1994,never,0,,,english,,98111,0,,,white,,,,,1,muslim,,less than five apartment,,0,large city,college or some college,,,,bachelors degree,,business administration,,usa,WA,,1,born usa,full time work,sales,private business,0.333333333333333,1,0,0.333333333333333,0.333333333333333,0.5,0.75,working class,0.5,0.7777777777777779,0.666666666666667,democrat,,0.5,0.5,0.5,1.0,1.0,0.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.666666666666667,1.0,1,1.0,1.0,0.0,1,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seattle,Washington,WA
